PmassEU,PradiusEU,PdensityEU,PfluxMeanEU,PteqMeanK,PsurfPressEU,Pmag,PperiodDYS,SmassSU,SradiusSU,SteffK,SluminositySU,SsizefromPlanetDEG
25.16,2.46,1.68,11.40811,468.2,42.3,-21.8,49.57,0.93,0.94,5574,0.765268,1.9342
9.51,1.96,1.26,6.387722,405,12,-20.66,49.61,0.86,0.78,5213,0.403116,1.6547
5.22,2.99,0.2,18.94164,531.5,1,-22.77,49.62,1.07,1.09,6002,1.383333,2.1496
25.11,5.02,0.2,21.71368,549.9,5,-24.05,49.74,1.06,1.21,5911,1.581221,2.3816
18.12,4.5,0.2,38.1462,621.4,3.6,-24.48,49.77,0.84,1.61,5599,2.266681,3.608
41.43,5.92,0.2,11.03596,464.4,8.3,-23.68,49.77,0.93,0.91,5612,0.736959,1.8767
41.43,5.92,0.2,20.20508,540.1,8.3,-24.33,49.77,1.03,1.27,5619,1.442559,2.5332
10.78,3.79,0.2,18.81799,530.6,2.1,-23.28,50.29,1.05,1.12,5919,1.381399,2.2031
17.8,2,2.21,7.969678,428.1,39.3,-20.96,50.45,1.43,0.9,5614,0.721879,1.5937
3.97,2.74,0.19,23.36361,560.1,0.8,-22.81,50.7,1.22,1.15,6335,1.91105,2.143
656.11,11.29,0.46,34.08944,615.6,299.2,-26.31,50.79,1.22,1.47,6169,2.807913,2.7298
4.45,2.84,0.19,16.38981,512.6,0.9,-22.51,51.08,1.04,1.05,5927,1.220698,2.0505
7.12,3.3,0.2,64.72227,683.8,1.4,-24.49,51.09,1.3,2.94,4991,4.812101,6.1985
10.17,1.99,1.28,14.82454,499.9,13.1,-21.62,51.11,1.01,1.01,5866,1.083679,1.9909
20.8,2.36,1.58,17.40421,520.4,32.8,-22.17,51.13,1.06,1.09,5926,1.314587,2.1137
3.05,1.44,1.01,             ,,3.1,,51.17,,0.89,5232,0.532526,
15.83,4.3,0.2,18.72508,528.8,3.2,-23.56,51.28,0.96,1.09,5940,1.321827,2.1964
4.57,2.87,0.19,10.98974,463.9,0.9,-22.09,51.3,0.93,0.91,5663,0.764115,1.8392
3.57,2.65,0.19,11.97472,473.9,0.7,-22.01,51.33,0.96,0.94,5724,0.851029,1.8792
35.55,5.63,0.2,11.00693,464,7.1,-23.56,51.53,0.92,0.9,5700,0.767139,1.8168
3.62,1.52,1.04,3.778823,355.2,3.8,-19.53,51.56,0.77,0.65,4977,0.233304,1.3964
565.3,11.13,0.41,46.50447,605.5,231.7,-26.91,51.64,1.24,1.64,5960,3.044827,3.893
9.05,3.57,0.2,26.33539,577.1,1.8,-23.52,51.76,0.81,1.35,5711,1.739426,2.7996
6.12,3.15,0.2,6.815685,411.6,1.2,-21.77,51.81,0.86,0.84,5194,0.46074,1.7218
147.17,8.67,0.23,             ,,33.2,,51.85,,0.85,5272,0.50076,
35.33,5.62,0.2,10.3543,457,7,-23.49,51.93,0.93,0.91,5602,0.73172,1.8243
18.71,2.31,1.52,13.87938,491.7,28.5,-21.87,52.07,1.01,1.01,5806,1.040018,1.9664
6,7.17,0.02,22.18828,552.9,0.1,-24.85,52.09,1.18,1.1,6405,1.827055,2.0433
1720.06,16.24,0.4,126.0992,807.5,690.8,-28.7,52.5,1.35,4.15,5020,9.81298,8.5623
15.76,2.22,1.45,9.325213,445.2,22.8,-21.35,52.63,0.92,0.89,5533,0.666059,1.7748
16.46,2.24,1.46,2.432082,318.2,24.1,-19.9,52.66,0.58,0.62,4508,0.142432,1.3654
161.87,8.88,0.23,17.944,524.4,37.4,-25.09,52.76,1.09,1.13,5954,1.439733,2.1261
22.16,2.4,1.61,16.96715,517.1,35.7,-22.17,52.81,1,1.02,6089,1.28314,1.9767
52.72,6.41,0.2,15.39641,504.7,10.6,-24.21,53.45,1.06,1.07,5887,1.233768,2.0145
23.62,2.43,1.65,4.010683,360.5,38.9,-20.63,53.53,0.81,0.74,4838,0.269164,1.5223
1.59,1.2,0.93,3.284207,343,1.5,-18.87,53.58,0.75,0.69,4710,0.210219,1.4534
3.67,2.68,0.19,16.46815,513.2,0.7,-22.38,53.6,1.05,1.07,5983,1.316235,2.0171
11.45,3.86,0.2,6.510688,391.9,2.3,-22.28,53.83,0.7,0.76,5150,0.360356,1.8077
20.58,4.69,0.2,8.983594,436.2,4.1,-22.98,53.88,0.85,0.74,5940,0.609663,1.5393
11.18,3.83,0.2,11.47122,468.9,2.2,-22.77,54.16,1.01,0.96,5804,0.9383,1.7889
6.1,1.75,1.14,24.74853,568.2,7,-21.89,54.28,1.19,1.33,6090,2.183043,2.3866
13.04,6.16,0.06,38.76573,635.7,0.7,-25.13,54.32,1.25,1.66,6116,3.442552,2.9618
41.33,3.1,1.38,28.4167,588.2,57.2,-23.3,54.41,1.23,1.27,6562,2.683133,2.2027
5.27,1.68,1.11,15.68625,507,5.9,-21.31,54.41,1.03,1.1,5840,1.262777,2.0662
5.46,3.04,0.2,14.8853,500.4,1.1,-22.54,54.42,1.1,1.09,5854,1.251854,2.0031
5.68,1.71,1.13,2.75959,328.4,6.4,-19.46,54.51,0.71,0.68,4524,0.173779,1.4441
19.11,2.32,1.53,17.0484,517.7,29.3,-22.1,54.65,1.08,1.12,5965,1.424845,2.0647
894.37,11.53,0.58,10.80519,413.9,522.3,-25.44,55.01,1,0.9,5448,0.640211,2.2964
3.02,2.52,0.19,25.92483,574.9,0.6,-22.74,55.19,1.07,1.34,6169,2.333235,2.3805
4.54,1.61,1.08,8.597584,436.3,4.9,-20.56,55.33,0.97,0.95,5381,0.678874,1.8017
5.34,3.01,0.2,11.53155,469.5,1,-22.25,55.64,0.99,0.98,5734,0.931478,1.8376
12.15,2.08,1.34,4.704947,375.2,16.3,-20.46,55.67,0.81,0.77,5001,0.332735,1.5431
59.14,6.65,0.2,4.129832,363.2,11.9,-22.85,55.81,0.79,0.73,4969,0.288487,1.4695
26.81,2.5,1.72,5.732271,394.2,46.1,-21.08,55.82,0.87,0.82,5157,0.426684,1.6018
12.69,2.11,1.36,0.8325992,243.4,17.3,-18.6,56.06,0.53,0.51,3722,0.044785,1.1719
12.15,2.08,1.34,14.47969,497,16.3,-21.69,56.19,1.08,1.13,5754,1.255817,2.0449
2.97,2.51,0.19,4.20715,364.9,0.6,-20.75,56.23,0.74,0.76,4914,0.302174,1.5113
20.8,2.36,1.58,3.834709,356.5,32.8,-20.52,56.35,0.75,0.72,4871,0.261835,1.4684
20.8,2.36,1.58,10.82621,462.1,32.8,-21.65,56.43,0.96,0.98,5642,0.873121,1.8391
7.65,3.38,0.2,9.937013,452.3,1.5,-22.34,56.48,0.85,0.88,5797,0.784636,1.669
3.62,2.67,0.19,15.87373,508.5,0.7,-22.33,56.63,0.89,1.09,5918,1.307503,2.0241
12.69,2.11,1.36,57.94941,702.9,17.3,-23.23,56.64,1.47,2.15,6228,6.239663,3.4923
4.74,2.9,0.19,10.62859,460,0.9,-22.08,56.67,0.97,0.95,5722,0.868017,1.7716
119.55,8.2,0.22,7.14661,416.5,25.9,-23.91,57,0.9,0.94,5155,0.559835,1.79
6.39,3.19,0.2,7.980022,428.2,1.3,-21.97,57.25,0.89,0.85,5643,0.657306,1.5784
8.7,1.92,1.24,0.3673006,198,10.8,-17.51,57.32,0.27,0.39,3028,0.01132,1.1831
111.28,8.04,0.21,5.770329,393,23.9,-23.65,57.44,0.67,0.7,3840,0.096262,2.9276
15.83,4.3,0.2,17.23575,519.1,3.2,-23.46,57.69,1.07,1.09,6248,1.624452,1.8922
8.29,1.89,1.22,5.580961,391.6,10.1,-20.44,58.03,0.7,0.68,5502,0.380181,1.3885
2435.1,11.66,1.54,27.41583,549,3742.6,-26.32,58.11,0.99,1.51,5591,1.998949,3.2353
68.4,6.96,0.2,9.551429,447.9,13.9,-23.87,58.36,0.96,0.94,5646,0.805581,1.725
3.5,1.5,1.03,1.874856,297.4,3.6,-18.75,58.43,0.69,0.53,4715,0.125971,1.0992
11.88,2.07,1.34,12.23909,476.5,15.9,-21.5,58.6,0.99,1,5862,1.059432,1.8114
947.46,11.56,0.61,12.83499,481.8,581.4,-25.3,58.83,1.01,1.02,5920,1.129384,1.8274
4.34,2.82,0.19,3.03524,336.3,0.8,-20.65,59.5,0.78,0.72,4709,0.228702,1.3979
12.15,3.94,0.2,13.25557,478.2,2.4,-23.03,59.52,0.98,1,5940,1.112991,1.8832
7.34,3.34,0.2,10.48142,458.4,1.4,-22.37,59.62,0.97,0.96,5769,0.915871,1.7308
4.62,2.88,0.19,15.60167,506.3,0.9,-22.48,59.74,1.13,1.2,5930,1.597611,1.9985
13.85,2.15,1.39,1.272237,267.3,19.3,-19.14,59.88,0.64,0.62,4017,0.089801,1.2639
111.28,8.04,0.21,20.22647,540,23.9,-25,59.9,1.2,1.25,6159,2.017208,2.1108
13.85,2.15,1.39,21.01826,545.5,19.3,-22.17,59.98,1.2,1.28,6108,2.046001,2.1865
20.8,2.36,1.58,14.36267,496,32.8,-21.96,60.09,1.13,1.08,6052,1.40389,1.841
,12.32,,8.22079,431.4,,-24.95,60.32,0.99,0.95,5498,0.739871,1.6876
3.82,2.71,0.19,5.19293,384.6,0.7,-21.15,60.42,0.86,0.76,5360,0.427736,1.4112
6.56,1.78,1.16,1.344376,274.3,7.6,-18.76,60.87,0.63,0.6,4092,0.09056,1.232
3.62,2.67,0.19,10.18272,455.1,0.7,-21.84,60.93,0.95,0.98,5690,0.903215,1.7536
616.17,11.23,0.44,0.3374619,194.2,268.3,-21.26,61.03,0.33,0.36,3350,0.014644,0.921
5.66,3.07,0.2,19.55461,535.7,1.1,-22.86,61.04,1.14,1.23,6167,1.963341,2.0688
9.66,3.65,0.2,7.844633,426.4,1.9,-22.25,61.62,0.94,0.91,5543,0.701378,1.6219
3.47,2.63,0.19,7.212178,417.5,0.7,-21.44,62.14,0.93,0.89,5494,0.647477,1.583
73.44,7.11,0.2,8.245391,398.7,15,-23.99,62.22,0.79,0.95,5173,0.576182,2.1306
2.7,1.4,0.99,0.3020295,188.9,2.7,-16.59,62.24,0.33,0.35,3350,0.0137,0.8714
4.98,2.95,0.19,10.24362,455.8,1,-22.07,62.3,0.89,1,5690,0.940457,1.7589
17.93,2.28,1.5,19.46108,535.1,26.9,-22.21,62.78,1.08,1.31,6054,2.068246,2.1416
2.44,1.36,0.98,3.291723,343.2,2.4,-19.14,62.87,0.78,0.74,4828,0.266945,1.3848
20.36,2.35,1.57,5.580479,391.6,31.9,-20.92,62.89,0.87,0.83,5298,0.486961,1.4974
3.06,2.53,0.19,9.308018,445,0.6,-21.63,62.92,0.98,0.97,5682,0.87991,1.6813
387.89,10.61,0.32,15.18261,502.8,126,-25.29,63.33,1.18,1.17,6075,1.652642,1.8854
6.14,1.75,1.15,0.3395788,194,7,-17.22,63.34,0.45,0.43,3572,0.027,0.8155
3.91,2.73,0.19,1.763754,291.6,0.8,-20,64,0.73,0.69,4651,0.199,1.1024
8.87,3.55,0.2,10.9017,462.9,1.8,-22.54,64.27,1.02,1.05,5760,1.088826,1.7707
15.76,2.22,1.45,19.05034,532.3,22.8,-22.13,64.66,1.18,1.27,6182,2.113554,2.032
15.76,2.22,1.45,6.233168,402.6,22.8,-20.91,65.65,0.88,0.85,5470,0.580333,1.4846
11.08,3.82,0.2,9.713696,449.8,2.2,-22.58,65.65,1,1,5756,0.984857,1.6737
4.13,2.68,0.22,10.60713,459.8,0.9,-21.9,66.06,1.08,1,5990,1.155041,1.6151
16.11,2.23,1.45,9.16364,443.3,23.4,-21.34,66.18,0.98,0.97,5756,0.926652,1.6256
67.02,4.34,0.82,2.103664,306,54.8,-21.2,66.26,1.36,0.78,4700,0.263704,1.1723
8.48,1.9,1.23,8.096533,429.8,10.4,-20.86,66.37,0.95,0.92,5706,0.804994,1.5549
11.88,3.91,0.2,4.268125,366.2,2.4,-21.73,66.42,0.81,0.78,5143,0.381896,1.3897
4.13,1.57,1.06,40.1304,641.2,4.4,-22.19,66.54,1.41,,,5.2,
7.92,1.87,1.21,20.15644,539.8,9.6,-21.82,66.56,1.2,1.32,6227,2.350462,2.0601
13.57,2.14,1.38,2.086162,306.2,18.8,-19.64,66.65,0.71,0.67,4551,0.173,1.2409
6.75,3.25,0.2,8.578419,436,1.3,-22.09,67.09,0.94,0.97,5644,0.856607,1.6359
5.21,1.68,1.11,0.1060571,142.5,5.8,-15.91,67.27,0.25,0.19,3393,0.004177,0.5189
249.26,9.8,0.26,0.4778444,211.2,66,-21.36,67.3,0.93,0.24,5460,0.047371,0.4155
10.21,3.72,0.2,15.90384,508.8,2,-23.06,67.67,1.15,1.22,6095,1.842911,1.91
3.28,2.59,0.19,12.3668,477.8,0.6,-21.99,67.83,1.03,1.1,5835,1.258458,1.8377
5.66,3.07,0.2,28.90387,590.7,1.1,-23.29,67.84,0.99,1.85,5877,3.663161,2.7696
6.56,1.78,1.16,9.250771,444.3,7.6,-20.86,67.97,0.94,0.99,5666,0.906289,1.6856
6.1,1.75,1.14,10.47249,458.3,7,-20.95,68.16,0.77,1.03,5739,1.032545,1.7482
244.81,9.77,0.26,10.07054,452.6,64.3,-24.67,68.27,1.01,1.02,5844,1.088757,1.6592
2.3,1.33,0.97,12.00205,474.2,2.2,-20.51,68.89,0.97,1.1,5850,1.271448,1.8011
22,1.19,13.15,6.167556,401.5,289.3,-19.53,68.96,0.92,0.89,5460,0.631597,1.4822
794.85,9.52,0.92,34.65546,505.3,732.3,-26.61,69.75,1.22,1.4,6230,2.649098,3.6452
95.38,7.69,0.21,5.283778,385.4,20,-23.45,70.46,0.74,0.9,5079,0.478977,1.5958
6.25,1.76,1.15,7.894608,427,7.2,-20.66,70.7,0.97,0.9,5875,0.865777,1.4484
8.79,3.54,0.2,16.36165,512.4,1.7,-22.98,70.97,1.17,1.25,6179,2.043537,1.885
31.79,5.41,0.2,6.026514,399.2,6.4,-22.82,71.31,0.98,0.97,5314,0.673162,1.5467
13.26,2.13,1.38,21.50251,548.6,18.2,-22.17,71.45,1.25,1.4,6335,2.832255,2.0558
2000.48,11.68,1.26,11.69431,469.8,2510.7,-25.23,71.49,1.07,1.14,5650,1.18821,1.9134
34.7,5.59,0.2,2.734027,327.6,6.9,-22.03,71.53,0.77,0.73,4834,0.261073,1.259
11.57,3.88,0.2,25.8863,574.7,2.3,-23.68,72.38,0.71,2.02,5502,3.354864,2.9906
16.91,4.4,0.2,2.860967,330.3,3.4,-21.56,74.72,0.78,0.68,5144,0.290477,1.1422
55.96,6.53,0.2,6.705375,410,11.2,-23.34,74.92,0.9,0.92,5619,0.75701,1.4592
20.36,2.35,1.57,20.05965,539.2,31.9,-22.31,75.2,1.04,1.26,6474,2.502199,1.9013
244.81,9.77,0.26,25.41488,499.8,64.3,-26.09,75.23,1.09,1.63,5543,2.250321,3.5311
12.91,4.02,0.2,6.41583,401.7,2.6,-22.26,75.77,0.87,1,5293,0.702795,1.6287
68.36,6.95,0.2,7.15033,410.3,13.9,-23.6,75.82,1.01,1,5533,0.840877,1.5861
5.96,1.74,1.14,4.573491,372.6,6.8,-20.04,76.05,0.88,0.86,5250,0.504109,1.3805
22.83,4.86,0.2,6.31105,403.8,4.5,-22.63,76.14,0.96,0.91,5653,0.758732,1.3987
53.3,6.43,0.2,0.5602514,220.4,10.7,-20.6,76.38,0.55,0.52,3724,0.046659,0.9603
3.92,2.73,0.19,8.33709,432.9,0.8,-21.68,76.54,1,1,5831,1.037199,1.5109
5.1,2.97,0.19,14.51822,497.3,1,-22.47,76.61,1.16,1.24,6168,1.99669,1.782
5.99,3.12,0.2,12.40914,478.2,1.2,-22.41,76.73,1.09,1.21,5948,1.644161,1.7716
7.56,1.85,1.2,6.652413,409.2,9,-20.58,76.96,0.96,0.94,5656,0.811303,1.4345
12.83,4.01,0.2,11.73873,471.6,2.6,-22.89,77.1,1.07,1.09,6248,1.624452,1.5615
6.97,3.28,0.2,11.31817,467.3,1.4,-22.41,77.25,1.1,1.16,5956,1.519234,1.6874
26.81,2.5,1.72,1.289531,271.5,46.1,-19.45,77.47,0.65,0.58,4465,0.119959,1.0134
4.24,2.8,0.19,7.482256,388.6,0.8,-21.86,77.61,0.91,0.94,5466,0.713694,1.8212
635.88,11.26,0.45,16.37738,512.5,283.3,-25.51,77.7,1.28,1.4,6120,2.452824,1.9224
6.33,3.18,0.2,13.14326,485.1,1.2,-22.51,78.1,1.14,1.21,6112,1.833133,1.7267
42.64,5.98,0.2,6.570382,407.9,8.5,-23.13,80.87,0.98,0.96,5692,0.867944,1.4076
4.1,3.49,0.1,12.26333,476.7,0.4,-22.64,81.07,1.18,1.1,6405,1.827055,1.5188
7.65,3.38,0.2,6.245457,402.8,1.5,-21.83,81.17,0.97,0.94,5677,0.82342,1.3796
25.16,2.46,1.68,5.702468,393.7,42.3,-21.04,81.32,0.94,0.91,5614,0.73801,1.3481
12.09,3.93,0.2,18.93802,531.5,2.4,-23.37,81.42,1.34,1.44,6394,3.109606,1.8939
17.18,2.26,1.48,5.603654,392,25.5,-20.84,81.74,0.96,0.9,5650,0.740574,1.3194
4.86,2.92,0.19,14.34998,495.9,0.9,-22.42,82.18,1.18,1.28,6214,2.191769,1.7455
3.02,2.52,0.19,17.67505,518.4,0.6,-22.35,82.2,1.18,1.64,5770,2.674735,2.2699
6.4,1.77,1.16,5.692041,393.5,7.4,-20.32,82.29,0.93,0.9,5655,0.743199,1.3274
13.26,2.13,1.38,4.048759,361.4,18.2,-20.35,82.3,0.85,0.81,5393,0.497945,1.2309
1195.45,11.64,0.76,26.32732,559.8,905.1,-26.19,82.47,1.15,1.75,6060,3.670084,2.5991
3.1,2.54,0.19,1.215852,267.5,0.6,-19.42,82.53,0.64,0.61,4392,0.124222,1.017
7.65,3.38,0.2,12.94326,483.2,1.5,-22.63,83.45,1.15,1.27,6081,1.978779,1.731
4.45,2.84,0.19,6.795931,411.3,0.9,-21.55,83.49,0.95,0.95,5908,0.986504,1.3288
3490.98,11.52,2.28,14.571,486.8,7971.6,-25.49,83.92,0.84,1.24,5934,1.710501,1.9872
4.51,2.86,0.19,4.777606,376.7,0.9,-21.17,84.57,0.94,0.9,5472,0.651567,1.2988
10.59,3.76,0.2,48.09666,670.9,2.1,-24.29,84.69,1.59,2.04,7070,9.328845,2.4687
7.49,3.36,0.2,13.58172,489.1,1.5,-22.66,84.7,1.19,1.28,6200,2.172083,1.7058
15.77,4.3,0.2,4.004873,355,3.1,-21.91,85.13,0.76,0.64,5940,0.459205,1.0335
1017.41,11.59,0.65,31.27934,602.5,664.8,-26.28,85.2,1.4,2.14,6196,6.055681,2.5921
4.92,2.93,0.19,7.654806,423.8,1,-21.74,85.27,1.03,1.04,5831,1.121834,1.4478
4,8.99,0.01,5.714299,393.9,0,-23.87,85.31,1,0.91,5803,0.842525,1.263
63.58,6.8,0.2,6.834557,411.9,12.9,-23.45,85.35,0.99,0.99,5773,0.976712,1.3957
5.53,3.05,0.2,7.423799,420.5,1.1,-21.79,85.74,1.03,1.03,5825,1.095842,1.4287
1.11,1.08,0.89,3.581064,350.5,1,-18.72,85.76,0.86,0.82,5280,0.468871,1.2077
4.34,2.82,0.19,5.555006,391.1,0.8,-21.31,86.12,0.95,0.92,5664,0.781553,1.3071
461.01,10.53,0.4,11.46754,400,182.1,-25.47,86.65,0.99,1.13,5520,1.063661,2.4803
349.73,13.44,0.14,8.678175,433.9,50.4,-25.22,86.68,0.98,1.09,5820,1.232016,1.5632
2.73,1.4,0.99,0.4901549,213.2,2.7,-17.13,86.83,0.54,0.51,3784,0.047845,0.8699
3.24,2.58,0.19,2.507065,320.6,0.6,-20.24,87.09,0.86,0.76,4997,0.323113,1.1282
2.17,1.31,0.96,16.07256,427.3,2.1,-21.35,87.52,1,1.13,5884,1.373212,2.6625
18.84,4.56,0.2,14.18526,494.4,3.7,-23.38,87.65,1.21,1.22,6340,2.157578,1.6671
8.79,3.54,0.2,8.773536,438.5,1.7,-22.3,87.97,1.04,1.12,5884,1.349015,1.5222
21.7,2.39,1.6,2.45948,319,34.7,-20.05,88.26,0.77,0.72,5088,0.311705,1.0778
14.86,4.21,0.2,5.192709,384.6,3,-22.11,88.41,0.95,0.99,5416,0.756615,1.3822
16.85,5.26,0.12,15.87743,508.6,1.9,-23.81,88.5,0.81,1.04,5384,0.815411,2.4458
438.76,10.8,0.35,73.96586,746.8,152.9,-27.06,88.9,1.63,5.52,4890,15.631599,6.4063
9.51,1.96,1.26,11.19424,466,12,-21.28,89.72,1.13,1.2,6166,1.867525,1.5657
4.77,1.64,1.09,5.392328,388.2,5.2,-20.08,90.31,0.85,0.9,5490,0.660183,1.3708
7.81,3.4,0.2,6.033143,399.3,1.5,-21.81,90.41,0.98,0.97,5753,0.924721,1.3204
5.66,3.07,0.2,5.325216,387,1.1,-21.44,91.08,0.96,0.94,5659,0.813026,1.2821
6.88,1.8,1.17,11.88025,473,8.1,-21.16,91.35,1.14,1.29,6077,2.036227,1.6606
5.1,1.67,1.1,0.1799281,165.9,5.6,-16.42,91.61,0.33,0.35,3350,0.0137,0.6726
11.12,2.04,1.31,4.073577,361.9,14.6,-20.26,91.77,0.87,0.82,5588,0.588225,1.15
3.62,2.67,0.19,9.05675,442,0.7,-21.72,91.94,1.13,1.2,5930,1.597611,1.5227
14.15,2.16,1.4,11.32312,467.3,19.8,-21.5,92.26,1.15,1.24,6158,1.983773,1.5788
5.46,3.04,0.2,4.21185,365,1.1,-21.16,92.44,0.9,0.87,5515,0.628218,1.2005
7.04,1.81,1.18,0.8984361,248,8.3,-18.36,92.74,0.62,0.57,4351,0.104471,0.8908
25.16,2.46,1.68,5.106182,383,42.3,-20.92,92.88,0.85,0.88,5797,0.784636,1.1964
476.91,10.92,0.37,202.5754,960.5,174.8,-28.19,93.4,1.8,9.9,4847.4,48.550717,10.8025
3.5,1.5,1.03,3.300297,343,3.6,-19.37,94.11,0.78,0.79,5344,0.460153,1.1336
10.81,3.79,0.2,1.879808,298.3,2.1,-20.77,94.2,0.8,0.78,4699,0.264771,1.1048
17.93,2.28,1.5,5.48641,389.9,26.9,-20.83,94.29,0.97,0.95,5747,0.883287,1.2618
143.39,8.61,0.22,10.92947,463.1,32.2,-24.48,94.44,1.07,1.46,5600,1.880822,1.8764
267.07,10.53,0.23,4.820483,376.6,61.1,-24.03,95.27,0.99,0.94,5625,0.793662,1.2384
17.96,4.49,0.2,4.938749,367.1,3.6,-22.29,95.42,0.8,1.02,5150,0.647379,1.5664
10.59,3.76,0.2,6.776695,411.1,2.1,-22.15,96.1,0.78,1.04,5796,1.095141,1.3787
17.55,2.27,1.49,2.288991,313.4,26.2,-19.87,96.17,0.77,0.74,5069,0.324371,1.0476
12.19,3.94,0.2,6.764659,410.9,2.4,-22.25,96.68,0.89,1.07,5676,1.066171,1.4364
17.55,2.27,1.49,2.759681,328.4,26.2,-20.07,96.92,0.87,0.8,5227,0.428627,1.0818
3.82,1.54,1.05,24.58247,567.2,4,-21.61,98.21,1.35,,,5.2,
168.55,8.97,0.23,6.206449,402.1,39.3,-23.95,98.72,1.02,1.02,5857,1.098477,1.2921
6.4,1.77,1.16,2.136926,308,7.4,-19.25,99.25,0.81,0.74,5078,0.326681,1.0086
4.08,2.77,0.19,4.06023,361.6,0.8,-20.92,99.64,0.91,0.89,5526,0.662694,1.174
13.94,4.12,0.2,6.050422,399.6,2.8,-22.23,99.75,1.02,1.02,5840,1.08578,1.2832
2.98,2.51,0.19,12.53021,479.3,0.6,-21.94,100.28,1.19,1.36,6239,2.51436,1.6182
10.88,3.8,0.2,3.323152,344,2.2,-21.39,100.83,0.89,0.85,5403,0.552418,1.111
7.75,1.86,1.2,1.43441,272.5,9.3,-18.99,101.11,0.57,0.55,4134,0.079,1.2857
4.54,1.61,1.08,9.74613,450.1,4.9,-20.7,101.95,1.15,1.23,6157,1.950638,1.4652
25.12,5.02,0.2,9.828079,450.9,5,-23.19,102.54,0.89,1.36,5627,1.668598,1.7627
12.72,4,0.2,8.666146,425.4,2.5,-22.63,103.49,0.94,1.14,5940,1.433771,1.5454
1831.33,11.68,1.15,8.084324,421.8,2102.7,-24.87,103.95,1.12,1.14,6046,1.558017,1.4186
2.3,1.33,0.97,3.706449,353.5,2.2,-19.23,104.35,0.96,0.87,5622,0.678409,1.0837
38.15,5.77,0.2,4.140213,347.9,7.6,-22.68,104.84,0.87,0.76,5940,0.636182,1.0926
4.34,2.82,0.19,6.031898,399.3,0.8,-21.4,105.14,1.03,1.05,5863,1.168821,1.2712
6.82,3.26,0.2,4.021379,360.8,1.3,-21.27,105.3,0.97,0.91,5637,0.750179,1.1228
2.97,2.51,0.19,1.427104,278.5,0.6,-19.57,105.36,0.78,0.72,4713,0.22948,0.9569
120.82,4.37,1.45,12.99467,483.7,175.1,-23.19,105.59,0.95,1.76,5640,2.802527,2.0163
9.85,3.67,0.2,5.423131,388.8,2,-21.86,105.66,0.99,1,5821,1.030102,1.2228
12.3,3.95,0.2,2.647577,325,2.4,-21.24,105.96,0.87,0.83,5232,0.463145,1.0576
8.48,1.9,1.23,4.727785,375.7,10.4,-20.27,106.25,0.98,0.97,5712,0.898641,1.1857
9.54,1.96,1.26,6.874417,397.3,12.1,-20.86,106.72,0.81,0.97,5940,1.048391,1.3963
11.68,3.89,0.2,5.466607,389.6,2.3,-21.99,107.72,0.99,1.03,5885,1.141695,1.2011
5.82,1.72,1.13,4.673977,374.6,6.6,-20.05,108.59,0.92,0.93,5798,0.876937,1.1442
4.29,2.81,0.19,3.951671,359.2,0.8,-20.93,109.65,0.94,0.92,5628,0.761872,1.1166
1.49,1.18,0.92,             ,,1.4,,110.29,,1.18,6003,1.622285,
,20.5,,81.46205,765.4,,-28.56,110.32,2.17,2.04,9257,27.498413,1.874
47.69,6.2,0.2,19.44568,522.2,9.5,-24.46,110.9,1.47,2.99,4948,4.807851,3.3111
3.87,2.72,0.19,1.200435,266.7,0.7,-19.56,110.97,0.73,0.69,4644,0.198681,0.9039
6.75,3.25,0.2,10.48014,458.4,1.3,-22.31,110.98,1.17,1.49,5884,2.371557,1.6637
1252.68,10.32,1.14,12.46651,339.6,1429.7,-26.11,111.44,0.98,0.98,5645,0.874979,3.248
667.67,11.31,0.46,0.117814,146.8,308.4,-20.18,111.7,0.49,0.4,3191,0.014613,0.6152
2.34,1.34,0.97,0.6999821,233,2.3,-17.42,112.31,0.61,0.59,4402,0.117,0.7685
15.76,2.22,1.45,8.623629,436.6,22.8,-21.26,114.34,1.18,1.27,6132,2.046001,1.3895
324.3,13.55,0.13,13.18331,485.3,42.3,-25.67,114.74,1.1,1.82,5600,2.922704,2.0607
6.39,3.19,0.2,4.383193,368.6,1.3,-21.32,115.69,0.99,0.97,5776,0.939598,1.1165
5.16,2.98,0.19,2.768393,328.6,1,-20.67,116.33,0.91,0.85,5434,0.565205,1.0025
1634.21,11.68,1.02,22.44963,550,1674.6,-25.96,116.6,1.38,2.29,5972,5.984668,2.3898
2098.4,11.68,1.32,14.5443,479.1,2764.7,-25.57,116.67,0.92,1.97,5432,3.025375,2.4203
4.86,2.92,0.19,2.596082,323.4,0.9,-20.55,117.04,0.88,0.84,5360,0.522526,0.9978
345.47,10.42,0.31,5.615618,392.2,105.6,-24.17,117.93,1.04,1.06,5965,1.276272,1.1849
9.79,3.67,0.2,5.294009,386.4,1.9,-21.83,118.38,0.95,1.1,5680,1.129974,1.2689
206.66,9.41,0.25,3.461947,338.2,51.2,-23.5,118.45,0.9,1,5248,0.680558,1.247
13035.54,9.7,14.29,1.913916,266.5,186301.2,-23.2,119.11,0.75,0.69,4990,0.264313,1.1689
333.84,10.36,0.3,8.613677,426,100.3,-24.69,119.6,1.2,1.25,6159,2.017208,1.4223
21.44,4.76,0.2,12.50615,479.1,4.3,-23.33,120.02,1.4,1.51,6453,3.547239,1.511
