PmassEU,PradiusEU,PdensityEU,PfluxMeanEU,PteqMeanK,PsurfPressEU,Pmag,PperiodDYS,SmassSU,SradiusSU,SteffK,SluminositySU,SsizefromPlanetDEG
435.58,10.79,0.35,3.548052,348.1,151.1,-23.76,120.8,0.98,1.02,5399,0.793128,1.1565
7,1.81,1.18,0.1273154,150.6,8.2,-16.25,121.54,0.28,0.29,3550,0.011984,0.5106
489.63,10.95,0.37,543.5446,1200.7,182.5,-29.34,121.71,1.35,21.8,4284,143.615299,23.5165
15.9,4.31,0.2,4.135283,355.1,3.2,-21.98,122.1,0.85,0.95,5650,0.822894,1.1728
4.65,1.62,1.09,4.210315,364.9,5.1,-19.8,122.36,0.99,0.99,5767,0.972658,1.0977
4.54,1.61,1.08,1.097676,260.8,4.9,-18.32,122.39,0.69,0.63,4869,0.200138,0.7863
23.91,4.94,0.2,6.568542,406.5,4.8,-22.72,122.76,1.06,1.21,5911,1.581221,1.3156
5.34,3.01,0.2,2.946901,333.8,1,-20.76,122.88,0.95,0.89,5533,0.666059,0.9977
89.93,7.56,0.21,9.111665,442.6,18.7,-24,123,1.22,1.36,6190,2.436297,1.4017
22.89,4.87,0.2,3.49562,340,4.5,-22.06,123.01,0.95,0.94,5531,0.741925,1.1235
22.3,4.82,0.2,0.179027,161.3,4.4,-18.81,123.98,0.42,0.41,3466,0.022085,0.6501
28.42,5.23,0.2,2.216465,310.9,5.6,-21.65,124.42,0.85,0.81,5324,0.472947,0.9345
3.57,2.65,0.19,             ,,0.7,,124.52,,1.06,5502,0.923813,
2918.69,11.61,1.87,92.1241,781.3,5449,-27.49,124.6,1.54,5.08,5940,28.619862,4.9245
14.31,4.16,0.2,0.1313898,153.2,2.8,-18.07,124.69,0.33,0.36,3350,0.014644,0.5754
3.52,2.64,0.19,3.771944,355,0.7,-20.74,124.83,0.99,0.97,5706,0.894871,1.0613
4.68,2.89,0.19,6.934422,413.4,0.9,-21.6,124.91,1.13,1.2,5930,1.597611,1.3324
26.25,2.49,1.71,0.9229549,249.7,44.8,-19.07,125.41,0.74,0.69,4540,0.181473,0.8293
4.98,2.95,0.19,4.021698,360.8,1,-21.05,125.6,0.9,0.98,5774,0.957743,1.0702
0.97,8.37,0,4.05425,350.6,0,-23.43,125.63,1.05,0.95,5820,0.929028,1.1022
131.95,11.58,0.08,4.44078,369.8,11.2,-24.14,125.85,1.08,1,5990,1.155041,1.045
54.05,6.46,0.2,4.416533,369.3,10.8,-22.86,125.94,0.7,1.64,4324,0.835718,2.0068
,12.44,,5.729558,394.2,,-24.58,127.28,1.05,1.22,5740,1.44963,1.2926
1875.85,11.68,1.18,141.045,877.6,2206.3,-27.94,127.58,1.9,10.1,4908,53.106888,8.7858
44.88,6.08,0.2,9.004264,441.3,9,-23.51,127.83,1.23,1.36,6260,2.548385,1.3624
55.06,6.5,0.2,4.193185,364.6,11.1,-22.82,127.91,1.01,1.01,5808,1.041452,1.08
131.31,8.41,0.22,5.765876,391.5,29,-23.76,129.8,1.3,1.15,5929,1.466261,1.2291
1.47,1.17,0.92,0.2949463,187.7,1.3,-16.18,129.94,0.54,0.56,3755,0.055,0.6856
7.6,9.69,0.01,3.252079,342.1,0.1,-23.42,130.19,1,0.91,5803,0.842525,0.9528
93.25,7.64,0.21,3.746197,354.4,19.5,-23.05,130.35,1,0.99,5730,0.947935,1.0488
33.25,5.51,0.2,9.287947,444.8,6.6,-23.33,131,1.15,1.4,6199,2.596764,1.411
3087.2,11.58,1.99,4.497087,327.8,6132.8,-24.54,131.05,0.93,0.99,5453,0.777969,1.5149
40.31,8.15,0.07,2.435422,318.2,3,-22.72,131.46,1.7,1,5606,0.88614,0.8839
5.22,2.99,0.2,0.9892021,254.1,1,-19.55,133,0.79,0.72,4662,0.219707,0.8142
3.77,2.7,0.19,1.775764,294.1,0.7,-19.97,133.3,0.84,0.8,5176,0.412142,0.885
65.95,6.88,0.2,3.203191,340.8,13.4,-22.65,133.46,0.95,0.93,5681,0.808267,0.9866
922.03,11.54,0.6,142.5276,880,552.7,-27.92,133.6,1.2,9.2,4835.8,41.527778,9.0961
1071.46,11.61,0.68,3.316921,325.3,733.4,-24,133.71,0.9,0.9,5540,0.684564,1.1387
7.65,3.38,0.2,5.238299,385.4,1.5,-21.64,134.25,1.05,1.15,5886,1.424185,1.1754
46.95,6.17,0.2,1.831408,296.4,9.4,-21.8,135.5,0.8,0.77,5307,0.421956,0.8549
3.33,2.6,0.19,1.182551,265.7,0.6,-19.44,136.21,0.8,0.74,4857,0.273417,0.8201
642.24,11.27,0.45,200.497,958.7,288.3,-28.24,136.75,2.2,12,4780,67.447201,11.0429
352.91,10.45,0.31,365.6481,1099.6,109.1,-28.77,137.48,1.1,14.7,4796,102.574923,15.0953
168.51,6.19,0.71,34.56866,617.4,119.5,-25.02,138.51,1.93,1.7,7300,13.87488,1.4311
3.1,2.54,0.19,5.009428,381.1,0.6,-20.97,138.94,1.08,1.11,6021,1.452815,1.0984
1837.69,11.68,1.15,144.0497,881.7,2117.3,-27.96,139.35,1.01,9.09,4830,40.346528,9.1763
4.34,2.82,0.19,9.675627,449.3,0.8,-21.91,140.1,1.32,1.55,6158,3.099645,1.4594
343.38,10.41,0.3,8.686065,436.6,104.7,-24.65,141.89,1.14,1.35,6208,2.428646,1.3638
3.87,2.72,0.19,2.492044,320.1,0.7,-20.35,142.54,0.89,0.85,5643,0.657306,0.882
159.45,8.85,0.23,2.959484,334.2,36.7,-23.11,143.34,0.99,0.95,5498,0.739871,1.0126
117.64,8.16,0.22,1.758156,292.3,25.4,-22.38,143.58,0.7,0.85,4995,0.396092,0.9535
629.52,11.25,0.44,139.8209,874.7,278.4,-27.85,144.3,2.42,11.6,4945,72.188991,8.629
3.06,2.53,0.19,1.745464,292.8,0.6,-19.81,144.55,0.84,0.81,5262,0.451298,0.8489
16850.82,9.15,21.97,1.461887,265.7,370219.9,-22.58,145.08,0.75,0.73,5077,0.316406,0.9001
7.43,1.84,1.19,0.2449781,179.2,8.9,-16.97,147.66,0.53,0.48,3813,0.043,0.6057
406.96,10.69,0.33,2.771558,327,135.8,-23.47,147.73,0.99,1,5485,0.812075,0.9913
8.7,3.53,0.2,1.825595,296.1,1.7,-20.58,148.46,0.87,0.83,5335,0.500707,0.8446
467.37,10.89,0.36,189.2513,918,169.2,-28.19,148.6,1.36,12.5,4639,64.924308,11.8465
14.4,4.17,0.2,3.196645,338.3,2.9,-21.58,149.61,1.01,1,5727,0.963229,0.9788
19.83,4.64,0.2,2.421355,317.8,3.9,-21.49,150.24,0.92,0.91,5541,0.700366,0.9017
7.04,3.29,0.2,4.323637,367.4,1.4,-21.37,151.86,1.1,1.13,5943,1.429123,1.0474
4.45,2.84,0.19,5.593892,391.8,0.9,-21.33,151.88,1.17,1.23,6065,1.836637,1.144
54.05,6.46,0.2,2.258851,312.3,10.8,-22.13,152.6,0.92,0.85,5666,0.658549,0.8359
337.02,10.37,0.3,101.1881,808,101.8,-27.31,153.22,1.08,8.95,4649,33.571764,8.2878
3.62,2.67,0.19,5.343184,387.3,0.7,-21.14,153.34,1.15,1.22,6095,1.842911,1.1071
3.92,2.73,0.19,2.598965,323.5,0.8,-20.41,153.98,0.95,0.93,5655,0.793572,0.8969
214.61,9.49,0.25,2.101389,306.6,53.8,-22.9,154.38,0.83,0.82,5610,0.597543,0.8201
12.3,3.95,0.2,7.295951,418.7,2.4,-22.34,157,1.15,1.4,6199,2.596764,1.2506
7.65,3.38,0.2,4.323855,367.4,1.5,-21.43,157.07,1.08,1.3,5594,1.484795,1.1823
966.54,11.57,0.62,118.4599,840.5,603.6,-27.72,157.54,1.13,10.22,4580,41.233823,9.2417
540.5,11.08,0.4,75.28453,749.4,214.8,-27.14,157.57,2.4,9.3,4861,43.326968,6.5485
6.46,3.2,0.2,3.341782,344.5,1.3,-21.03,158.69,0.98,1.01,5867,1.084419,0.9449
12.3,3.95,0.2,2.082173,306,2.4,-20.97,160.02,0.97,0.95,5381,0.678874,0.8866
21.59,4.77,0.2,6.205974,402.1,4.3,-22.57,160.13,1.21,1.32,6224,2.345935,1.1442
133.91,8.46,0.22,2.525353,321.2,29.7,-22.84,160.88,0.99,0.97,5617,0.840332,0.8961
6.33,3.18,0.2,3.284293,343,1.2,-21,161.47,1.02,1.04,5829,1.120296,0.949
4.92,2.93,0.19,0.5271023,217.1,1,-18.82,161.52,0.7,0.66,4350,0.139938,0.6826
58.73,6.63,0.2,2.54264,321.7,11.8,-22.32,161.53,0.96,0.94,5694,0.833327,0.875
178.05,9.09,0.24,2.403452,316.2,42.2,-22.96,161.97,0.94,0.9,5710,0.774255,0.8496
286.15,10.07,0.28,2.334491,314.8,80.1,-23.14,162,1.13,0.99,5559,0.839744,0.88
3.77,2.7,0.19,1.376704,276,0.7,-19.69,163.69,0.84,0.8,5201,0.420162,0.7717
1596.06,11.68,1,5.407747,357.1,1597.6,-24.63,163.91,1.06,1.27,5714,1.542617,1.4236
19756.79,8.85,28.52,6.344944,358.9,563504.7,-24.31,166.79,0.94,1.25,5810,1.597402,1.5688
4.29,1.59,1.07,1.512054,282.4,4.6,-18.64,168.12,0.78,0.79,5344,0.460153,0.7665
6.56,1.78,1.16,0.9021729,248.3,7.6,-18.32,168.81,0.81,0.74,4886,0.280006,0.7079
260.71,9.89,0.27,6.210217,388,70.2,-24.27,170.46,1.19,1.38,6058,2.301257,1.2682
3.82,2.71,0.19,3.505995,348.6,0.7,-20.72,172.7,1.02,1.08,5946,1.308088,0.9423
6.26,3.17,0.2,1.02073,256.1,1.2,-19.71,174.51,0.81,0.77,4995,0.331141,0.7204
4.34,2.82,0.19,2.887813,332.1,0.8,-20.59,175.14,1.03,1.03,5837,1.1049,0.8874
922.03,11.54,0.6,78.45251,756.4,552.7,-27.28,176.3,1.9,9.9,4757,45.029051,6.9902
2416.34,11.66,1.52,68.31458,731.8,3683.7,-27.14,177.11,1.91,8.7,4907,39.372464,6.1167
19.53,2.33,1.54,0.8910313,247,30.2,-18.9,177.67,0.74,0.7,4723,0.217,0.7552
16.46,2.24,1.46,1.833812,296.4,24.1,-19.6,178.14,0.88,0.86,5431,0.581,0.817
15261.12,9.37,18.56,10.49452,423.4,283310.4,-24.86,178.9,1.25,1.71,6212,3.894067,1.6732
36.25,5.31,0.24,5.366673,387.7,8.8,-22.65,179.61,1.1,1.46,5845,2.21694,1.2066
1017.41,11.59,0.65,63.41486,718.8,664.8,-27.05,181.4,2.5,8.55,4665,31.06195,6.5151
562.75,11.13,0.41,177.6479,930.1,229.9,-28.08,184.02,2.1,13,4753,77.383406,10.5116
2607.11,11.64,1.65,54.74815,693,4307.4,-26.9,184.2,2.1,8.79,4780,35.913074,5.7846
17.55,2.27,1.49,             ,,26.2,,184.26,,1.33,6117,2.222016,
25.16,2.46,1.68,1.105641,261.2,42.3,-19.25,184.77,0.85,0.78,5202,0.399724,0.6913
1694.62,11.68,1.06,84.56341,772.6,1800.5,-27.38,185.84,2.2,11,4813,58.25573,7.0672
4.2,1.58,1.07,5.201678,384.8,4.5,-19.97,186.4,1.2,1.32,6256,2.394554,1.0368
476.91,10.92,0.37,72.99267,739.5,174.8,-27.09,187.3,2.13,10.4,4749,49.358867,6.8067
6.82,3.26,0.2,1.14508,263.5,1.3,-19.9,187.75,0.82,0.79,5211,0.412884,0.7011
715.37,11.37,0.49,4.810163,371.2,348.3,-24.24,188.9,1.08,1.49,5590,1.944955,1.2765
120.69,8.22,0.22,9.728952,449.8,26.2,-24.25,190.32,0.87,2.19,5854,5.053461,1.6201
32.11,5.45,0.2,6.66828,407.7,6.4,-22.95,191.99,1,1.59,5940,2.802639,1.3141
2090.46,11.68,1.31,100.7743,806.8,2743.6,-27.57,192,1.5,10.9,4791,56.162641,7.7919
6.39,6.15,0.03,6.634057,408.8,0.2,-23.2,192.36,1.1,1.82,5600,2.922704,1.4619
578.65,11.16,0.42,2.366637,315.8,241,-23.38,192.9,1,1,5793,1.010425,0.8163
270.25,9.96,0.27,4.931117,377.6,73.9,-23.95,194.3,0.92,1.36,5900,1.990384,1.1473
11.88,2.07,1.34,1.407294,277.5,15.9,-19.14,196.44,0.9,0.86,5422,0.573489,0.7179
82.66,7.37,0.21,1.526386,282.9,17.1,-22,197,0.86,0.9,5385,0.604336,0.7589
7.09,1.82,1.18,0.6771687,227.4,8.4,-18.1,197.8,0.77,0.65,4977,0.233304,0.6042
4.74,2.9,0.19,1.177501,265.4,0.9,-19.68,198.09,0.84,0.81,5297,0.463425,0.6881
798.03,11.45,0.53,47.57975,668.5,423.9,-26.71,198.44,1.15,6.85,4806,22.459811,5.3217
16.81,2.25,1.47,1.20485,266.9,24.8,-19.15,198.68,0.86,0.82,5321,0.483605,0.6898
9.66,3.65,0.2,1.044438,257.6,1.9,-20.05,198.71,0.84,0.8,5178,0.412779,0.6782
2638.9,11.64,1.67,61.88119,713.5,4416.8,-27.03,199.5,1.6,10.87,4786,55.621122,6.1254
12.15,2.08,1.34,1.952785,301.2,16.3,-19.5,201.12,0.98,0.96,5694,0.869165,0.7668
14943.18,9.41,17.92,5.0763,381.8,267760,-23.84,201.68,0.81,1.44,5782,2.058059,1.2056
2928.23,11.6,1.87,15.42949,497.4,5486.5,-25.55,201.83,1.44,2.67,6095,8.787519,1.9262
422.86,10.74,0.34,3.966525,359.4,144.2,-23.86,201.99,1.07,1.46,5600,1.880822,1.1306
4.82,1.64,1.09,0.2183799,173.8,5.3,-16.6,207.25,0.57,0.53,4340,0.089,0.4425
22.2,4.82,0.2,26.329,547.4,4.4,-24.33,207.58,1.97,2.3,7717,16.832145,1.6473
115.43,8.12,0.22,3.169234,339.9,24.9,-23,210.61,1.13,1.2,5930,1.597611,0.9007
9.22,3.6,0.2,0.8318225,243.3,1.8,-19.76,210.63,0.81,0.77,5053,0.346792,0.6355
5.85,3.1,0.2,0.4968834,213.9,1.1,-18.88,213.26,0.73,0.7,4598,0.1965,0.5932
219.6,9.54,0.25,5.481217,389.8,55.5,-23.95,214.31,1.3,1.41,6511,3.20567,0.9826
3.19,2.56,0.19,1.124037,262.3,0.6,-19.36,214.89,0.88,0.84,5324,0.508628,0.6655
,11.82,,3.578517,350.4,,-23.95,217.83,1.21,1.22,6251,2.038954,0.8613
1011.05,11.59,0.65,3.980994,348.2,656.9,-24.12,218.47,1.13,1.35,5920,1.99416,1.0627
4578.34,11.32,3.16,2.659771,313.6,14469.1,-23.64,219.3,1.18,1.12,5874,1.339867,0.8839
76.99,7.21,0.21,2.783735,329.1,15.8,-22.6,219.32,1.11,1.14,6000,1.51114,0.8246
508.7,11,0.38,1.383454,276.3,194.3,-22.76,219.9,0.94,0.98,5295,0.675957,0.7464
33.25,5.51,0.2,4.187055,364.4,6.6,-22.46,220.13,1.07,1.24,6340,2.228898,0.9057
33.25,5.51,0.2,4.187055,364.4,6.6,-22.46,220.13,1.07,1.24,6340,2.228898,0.9057
2216.04,11.67,1.39,1.322119,273.2,3087.7,-22.84,223.3,1.01,0.94,5460,0.704557,0.6862
25.16,2.46,1.68,3.203779,340.8,42.3,-20.41,224.15,1.12,1.19,6137,1.802222,0.8455
79.78,7.29,0.21,2.616303,324,16.4,-22.56,224.78,1.16,1.16,5952,1.515156,0.8123
5.34,3.01,0.2,2.589306,323.2,1,-20.62,225.58,1.07,1.11,5991,1.424076,0.7976
915.67,11.54,0.6,7.506852,413.9,545.6,-24.76,225.62,1.4,1.84,6266,4.682599,1.2733
66.77,6.9,0.2,0.7948087,236.4,13.6,-21.19,225.7,0.85,0.86,4820,0.358158,0.699
22.67,4.85,0.2,0.8128421,241.9,4.5,-20.39,226.89,0.84,0.78,5148,0.383383,0.6053
59.52,6.66,0.2,1.348981,273.1,12,-21.65,226.93,0.82,0.89,5434,0.617213,0.7073
670.85,11.31,0.46,4.052909,355.7,311,-24.04,227.55,1.17,1.37,6080,2.301152,0.9901
105.87,8.44,0.18,0.2992506,188.4,18.6,-20.51,228.78,0.69,0.65,4450,0.148647,0.4915
852.08,11.5,0.56,1.318358,271.6,477.7,-22.82,232.08,0.87,0.88,5530,0.648329,0.6749
104.92,7.9,0.21,0.4421722,206.3,22.3,-20.81,237.6,0.74,0.67,4746,0.200736,0.5319
16,6.16,0.07,1.061842,258.6,1.1,-21.21,240.5,0.93,0.83,5527,0.580949,0.6002
71.66,7.06,0.2,1.369862,275.6,14.6,-21.78,240.8,0.94,0.91,5644,0.753912,0.6537
2893.25,11.61,1.85,4.944282,375.6,5349.9,-24.3,240.94,1.27,1.63,6212,3.55405,1.0411
5.68,1.71,1.13,1.933279,299.3,6.4,-19.08,242.46,0.81,0.93,5638,0.784072,0.7821
14.78,2.18,1.42,0.4267516,205.9,21,-17.95,247.35,0.68,0.62,4880,0.195593,0.488
10015.11,10.21,9.4,0.001519336,49,94191.8,-15.24,247.75,0.04,0.1,2150,0.000184,0.1559
604.09,11.21,0.43,2.265985,312.2,259.4,-23.34,248.4,1.12,1.07,6123,1.446146,0.7178
5532.16,11.12,4.03,1.644965,277.6,22279.5,-23.09,255.87,1.13,1.02,5750,1.020379,0.7273
2829.67,11.62,1.8,10.95246,411,5106.9,-25.5,256,1.4,2.14,6196,6.055681,1.8148
4.6,1.62,1.08,0.04560067,117.6,5,-14.86,256.2,0.33,0.35,3350,0.0137,0.3391
505.52,10.99,0.38,2.385112,313.3,192.3,-23.38,258.19,1.07,1.25,5740,1.5218,0.8457
7.92,1.87,1.21,1.38738,276.5,9.6,-18.9,259.34,0.97,0.95,5710,0.860759,0.6427
45.78,6.12,0.2,0.9534276,251.7,9.1,-21.07,260.7,0.91,0.94,5196,0.581554,0.6435
731.26,11.39,0.5,1.917401,291.4,362.2,-23.27,263.6,1.07,1.12,5742,1.223429,0.7764
1274.94,11.66,0.8,2.811479,325.9,1025.6,-23.7,264.1,1.1,1.21,6205,1.947277,0.7876
14.16,4.14,0.2,1.750318,293,2.8,-20.89,265.47,0.78,1.04,5796,1.095141,0.7007
2.81,1.41,1,0.388223,201.1,2.8,-16.89,267.29,0.69,0.63,4869,0.200138,0.4676
467.37,10.89,0.36,0.6028023,220.8,169.2,-21.88,268.94,0.86,0.79,5008,0.348289,0.565
2257.37,11.67,1.42,163.7823,877.3,3205.8,-28.21,269.3,1.23,18.11,4415,111.801993,12.3239
2044.35,11.68,1.28,7.755527,388.1,2622.8,-25.05,270,1.5,1.93,6317,5.32167,1.409
16.5,4.36,0.2,2.135148,299.2,3.3,-21.3,274.49,0.97,1.09,5940,1.321827,0.7688
37.07,5.71,0.2,0.7520382,237.2,7.4,-20.66,276.88,0.82,0.8,5313,0.45754,0.5466
540.5,11.08,0.4,58.40392,702.8,214.8,-26.86,277.02,2.17,12.3,4770,70.270595,5.9955
435.58,10.79,0.35,2.987059,330.2,151.1,-23.6,279.8,1.22,1.33,6176,2.308991,0.8216
124.32,8.29,0.22,0.8186106,219.5,27.1,-21.87,281.58,0.8,0.75,5233,0.378456,0.6743
152.61,8.75,0.23,1.677099,286.2,34.8,-22.51,282.4,1.13,1.06,5922,1.239867,0.6686
295.83,10.14,0.28,1.440523,269.8,84,-22.73,282.53,0.94,1,5629,0.900772,0.7057
13.05,4.03,0.2,5.595559,352.1,2.6,-22.42,287.36,1.01,2.08,5273,3.000873,1.7567
44.38,6.06,0.2,1.165417,264.7,8.9,-21.27,287.38,0.96,0.94,5677,0.82342,0.596
69.92,8.55,0.11,1.136809,261.4,7.8,-22.01,288.82,2.07,1.1,5913,1.32711,0.5471
20.36,2.35,1.57,1.106029,261.3,31.9,-19.15,289.86,0.97,0.98,5518,0.797227,0.6145
51.3,6.35,0.2,1.890751,298.7,10.3,-21.9,296.64,1,1.2,5770,1.432042,0.7348
193.94,9.28,0.24,8.705163,428.3,47.1,-24.46,297.3,1.65,3.85,5060,8.717929,2.1103
282.97,10.05,0.28,0.5887133,207.8,78.8,-21.85,298.2,0.65,0.85,4875,0.366122,0.6337
2200.14,11.67,1.38,62.47691,715.9,3042.9,-27.05,299.36,1.9,13.2,4658,73.592848,6.489
19.26,4.59,0.2,0.860073,245.3,3.8,-20.33,303.15,1.04,0.96,5636,0.841255,0.5194
6549.56,10.9,5.06,174.6075,925.9,33118.9,-28.02,305.5,2.3,26.8,4388,238.905352,12.2361
8.21,3.46,0.2,3.66153,352.4,1.6,-21.3,308.55,1.31,1.51,6431,3.499112,0.8232
165.93,8.94,0.23,1.734499,292.1,38.6,-22.56,310.55,1.08,1.25,5700,1.468006,0.722
508.7,11,0.38,49.98008,675.3,194.3,-26.68,311.6,2.54,12.02,4844,71.369944,5.385
63.59,6.8,0.2,1.733424,292.3,12.9,-21.96,318,1.05,1.19,5861,1.499238,0.6819
718.54,11.37,0.49,4.703153,373.3,351.1,-24.18,320.1,1.11,1.85,5997,3.971636,1.0799
858.44,11.5,0.56,59.77674,702.5,484.3,-26.99,323.6,2,13.5,4683,78.641899,6.3467
899.77,11.53,0.59,5.026156,365.1,528.2,-24.4,324,1.4,1.5,6577,3.77732,0.9786
304.86,10.19,0.29,2.776865,328.9,87.8,-23.35,324,1.15,1.4,6199,2.596764,0.7715
8806.94,10.44,7.74,0.9468685,245.9,68154.5,-22.3,325.81,1.13,0.99,5559,0.839744,0.577
6168.04,10.98,4.66,101.1515,799.7,28729.5,-27.47,326.03,2.7,19,4742,163.773362,8.074
413.32,10.71,0.34,9.405964,442.1,139.1,-24.82,326.6,1.48,4.2,5052,10.309598,2.1647
190.76,9.24,0.24,1.734998,239.6,46.1,-23.27,327.8,0.96,1,5508,0.825782,1.0385
594.75,11.19,0.42,0.6079271,225,252.5,-21.9,328.24,0.92,0.85,5266,0.498484,0.5002
70.9,7.03,0.2,0.6154669,219.9,14.5,-20.98,330,0.86,0.82,5240,0.454823,0.5263
305.22,10.19,0.29,7.097748,413.8,87.9,-24.39,331.5,1.45,3.22,5052,6.059753,1.8693
671.8,11.31,0.46,1.566131,285,311.8,-22.96,331.6,1.13,1.2,5930,1.597611,0.6332
3141.25,11.58,2.03,2.531428,316.2,6362.4,-23.58,335.1,1.22,1.23,6484,2.399231,0.6881
365.63,10.51,0.31,5.002883,379.8,115.1,-24.07,341.7,1.41,3.3,4917,5.711083,1.6531
209.17,9.44,0.25,0.7704183,238.3,52,-21.79,342.85,0.82,0.89,5434,0.617213,0.532
1179.56,11.64,0.75,210.8959,868.8,881.9,-28.71,344.95,1.39,22.9,4300,160.855015,16.3736
457.83,10.86,0.36,0.2480306,168.8,163.6,-21.04,345.63,0.78,0.55,4962,0.165358,0.3936
397.43,10.65,0.33,0.9440796,249.8,130.8,-22.29,349.7,1.1,0.86,6180,0.967923,0.456
794.85,11.45,0.53,9.042929,439.9,420.8,-24.91,351.5,1.68,4.25,5220,12.032329,1.9746
972.9,11.57,0.63,3.010849,333.8,611,-23.73,352.2,1.36,1.55,6330,3.460733,0.7761
232.1,9.66,0.26,3.108587,336.8,59.8,-23.37,352.3,1.09,2.02,5395,3.073415,1.0877
604.09,11.21,0.43,10.32987,454.7,259.4,-25.01,354.8,1.68,5.1,5010,14.70216,2.2917
731.26,11.39,0.5,9.784787,450.4,362.2,-24.97,356,1.72,4.9,5035,13.844586,2.1963
763.06,11.42,0.51,41.04071,643.9,390.9,-26.54,357.8,1.5,11.4,4538.2,49.457726,5.5476
203.48,9.38,0.25,0.6092363,222.6,50.2,-21.55,358,0.86,0.83,5432,0.532642,0.4793
1462.52,11.68,0.92,16.86659,513.6,1343.1,-25.63,359.9,2.3,8.15,4650,27.678253,3.4152
753.52,11.41,0.51,11.26837,465.3,382.2,-25.14,360.2,1.74,5.4,4959,15.821723,2.4392
286.15,10.07,0.28,13.56214,481.5,80.1,-25.1,361.1,1.02,4.5,5148,12.76054,2.5235
108.1,7.97,0.21,2.508698,309.9,23.1,-22.81,363.2,1.08,1.46,5945,2.380579,0.8378
556.4,11.11,0.41,18.26054,525.9,225.5,-25.6,363.3,1.81,7.3,4866,26.805506,3.2177
6.05,3.14,0.2,0.1960459,169.5,1.2,-17.89,364.76,0.71,0.67,4434,0.155676,0.4007
731.26,11.39,0.5,10.42849,456.8,362.2,-25.05,373.3,1.15,5,5121,15.425843,2.1978
6.39,3.19,0.2,0.6518697,228.9,1.3,-19.24,374.88,0.92,0.89,5474,0.6381,0.4794
715.37,11.37,0.49,1.909698,295,348.3,-23.23,379.1,1.08,1.49,5590,1.944955,0.803
6810.27,10.85,5.34,2.400301,315.8,36354.4,-23.34,379.63,2.8,4.39,4127,4.989534,1.6333
572.29,11.15,0.41,53.42722,680.5,236.5,-26.81,380.8,1.5,13.9,4553,74.492062,6.3787
632.7,11.25,0.44,0.4991796,185.1,280.9,-22.15,380.85,0.78,0.79,4795,0.296005,0.6721
1812.26,11.68,1.14,0.8122928,241.6,2059.1,-22.31,383,1.24,1.03,5482,0.859647,0.5342
368.81,10.53,0.32,1.196012,259.7,116.6,-22.58,383.7,1,1.17,5582,1.183771,0.6487
4.72,1.63,1.09,1.109832,261.5,5.1,-18.35,384.84,1.04,1.11,5757,1.214285,0.5655
515.06,11.02,0.38,1.154838,250.5,198.3,-22.72,386.3,1.09,1.03,5834,1.102631,0.6036
5.99,3.12,0.2,0.4576268,209.5,1.2,-18.81,386.37,0.86,0.82,5214,0.445863,0.4427
540.5,11.08,0.4,15.10544,499.6,214.8,-25.4,387.1,1.74,6.2,5076,22.896005,2.7032
2893.25,11.61,1.85,1.45575,273.5,5349.9,-23,388,1.25,1.1,6250,1.656514,0.5667
260.71,9.89,0.27,1.938064,299.1,70.2,-22.91,391.9,0.92,1.36,5900,1.990384,0.7186
289.33,10.09,0.28,42.06001,643.9,81.4,-26.32,392.6,0.74,11,4414,41.210186,5.9857
4196.81,11.39,2.84,2.95045,323.6,11916.6,-23.75,394.3,1.08,1.68,5951,3.163019,0.9032
74.28,7.13,0.2,2.556505,322.1,15.2,-22.48,394.62,1.23,1.64,6059,3.252231,0.7749
432.4,10.78,0.35,1.035849,256.8,149.4,-22.4,395.4,1,1.22,5407,1.141393,0.6201
6994.68,10.81,5.54,23.43413,553.4,38762.4,-25.85,396.03,2.6,9.2,4917,44.388071,3.6243
810.75,11.46,0.54,48.22602,669.2,436.2,-26.73,403.5,1.7,14.3,4528,77.123641,6.0547
473.73,10.91,0.36,3.220705,341.3,172.9,-23.66,406.6,1.47,2.99,4948,4.807851,1.3042
30.55,5.36,0.2,0.7944467,237.2,6.1,-20.63,407.15,0.9,0.86,5940,0.823545,0.4596
712.19,11.36,0.49,1.650753,276.4,345.6,-23.15,408.6,1.72,1.76,5445,2.442906,0.8182
836.18,11.49,0.55,9.049291,401.9,461.5,-25.19,411,1.35,4.15,5020,9.81298,2.423
429.22,10.77,0.34,14.79797,499.4,147.6,-25.3,415.2,1.2,6.6,4749,19.878627,3.0376
604.09,11.21,0.43,0.1531191,159.4,259.4,-20.4,416,0.6,,,0.1296,
508.7,11,0.38,6.236637,402.5,194.3,-24.4,416.1,1.64,4.3,5020,10.535173,1.7636
2130.2,11.68,1.34,88.76941,780.2,2850,-27.44,417.9,1.7,21,4406,149.109888,8.6695
798.03,11.45,0.53,2.142362,307.6,423.9,-23.33,418.2,1.28,1.6,6021,3.018591,0.7201
1011.05,11.59,0.65,0.7378746,232.2,656.9,-22.24,421,0.95,1.01,5450,0.807456,0.5263
6.61,3.23,0.2,0.8547401,245,1.3,-19.56,425.48,1.01,1.02,5797,1.054153,0.4895
20316.37,,,228.7359,986.9,,,428.5,1.23,31.88,4330,320.536881,14.4655
1589.7,11.68,1,71.61855,735.5,1584.9,-27.22,430,0.94,23.47,4380,181.891516,7.9352
242.14,9.74,0.26,1.693978,290.7,63.4,-22.72,431.47,0.92,1.22,6221,2.000094,0.5983
